geolocation_zip_code_prefix,geolocation_lat,geolocation_lng,geolocation_city,geolocation_state
09091,-23.6581036,-46.5458901,santo andre,SP
09110,-23.6714103,-46.5060746,santo andre,SP
09111,-23.6712090,-46.4911673,santo andre,SP
09112,-23.6680056,-46.4920385,santo andre,SP
09120,-23.6787285,-46.4960622,santo andre,SP
09121,-23.6815143,-46.5009218,santo andre,SP
09124,-23.7368338,-46.4791180,santo andre,SP
09130,-23.6894446,-46.5050103,santo andre,SP
09131,-23.6949225,-46.4971183,santo andre,SP
09132,-23.7037635,-46.5017523,santo andre,SP
09133,-23.7394525,-46.4916136,santo andre,SP
09134,-23.7313749,-46.4789257,santo andre,SP
09139,-23.7025148,-46.5218580,santo andre,SP
09150,-23.7779328,-46.3030719,santo andre,SP
09160,-23.7645588,-46.4634460,santo andre,SP
09161,-23.7665659,-46.4593745,santo andré,SP
09163,-23.7629459,-46.4733611,santo andre,SP
09169,-23.7119018,-46.5152255,santo andre,SP
09170,-23.7085450,-46.5088881,santo andre,SP
09171,-23.7001977,-46.5131284,santo andre,SP
09172,-23.6935886,-46.5127257,santo andre,SP
09175,-23.6863590,-46.5170780,santo andre,SP
09176,-23.6789452,-46.5184016,santo andre,SP
09180,-23.6933932,-46.5231844,santo andre,SP
09181,-23.6832721,-46.5252330,santo andre,SP
09182,-23.6973963,-46.5303215,santo andre,SP
09185,-23.6829412,-46.5354874,santo andre,SP
09190,-23.6739155,-46.5381574,santo andre,SP
09195,-23.6763697,-46.5146273,santo andre,SP
09210,-23.6373818,-46.5280979,santo andre,SP
09220,-23.6222879,-46.5369009,santo andre,SP
09230,-23.6205780,-46.5274098,santo andre,SP
09238,-23.6640027,-46.5230942,santo andre,SP
09240,-23.6294871,-46.5241478,santo andre,SP
09241,-23.6326593,-46.5193057,santo andre,SP
09250,-23.6240857,-46.5149058,santo andre,SP
09251,-23.6303860,-46.5074903,santo andre,SP
09260,-23.6310758,-46.4964323,santo andre,SP
09270,-23.6405637,-46.4944318,santo andre,SP
09271,-23.6418608,-46.5007281,santo andre,SP
09272,-23.6530507,-46.5131993,santo andre,SP
09273,-23.6552592,-46.5026771,santo andre,SP
09274,-23.6566045,-46.4975938,santo andré,SP
09280,-23.6401438,-46.5161595,santo andre,SP
09290,-23.6523613,-46.5078969,santo andre,SP
09291,-23.6451006,-46.5192005,santo andre,SP
09310,-23.6703485,-46.4512259,maua,SP
09311,-23.6780454,-46.4502030,maua,SP
09312,-23.6700192,-46.4450753,maua,SP
09320,-23.6600309,-46.4415115,maua,SP
09321,-23.6487302,-46.4363067,maua,SP
09330,-23.6622985,-46.4216951,maua,SP
09331,-23.6731493,-46.4198550,maua,SP
09332,-23.6569366,-46.4179741,maua,SP
09333,-23.6487187,-46.4177326,maua,SP
09334,-23.6676851,-46.4076868,maua,SP
09335,-23.6648716,-46.4167714,maua,SP
09336,-23.6632126,-46.4152867,maua,SP
09340,-23.6714067,-46.4302675,maua,SP
09341,-23.6736077,-46.4203122,maua,SP
09350,-23.6807293,-46.4442383,maua,SP
09351,-23.6840338,-46.4387905,maua,SP
09360,-23.6849149,-46.4569578,maua,SP
09361,-23.6963756,-46.4557929,maua,SP
09370,-23.6785750,-46.4650839,maua,SP
09371,-23.6698730,-46.4762131,maua,SP
09372,-23.6951116,-46.4655735,maua,SP
09380,-23.6417360,-46.4786450,maua,SP
09381,-23.6589083,-46.4654635,maua,SP
09389,-23.6303225,-46.4792306,maua,SP
09390,-23.6541950,-46.4536538,maua,SP
09391,-23.6508519,-46.4468578,maua,SP
09400,-23.7118515,-46.4124415,ribeirao pires,SP
09401,-23.7044766,-46.4098337,ribeirao pires,SP
09402,-23.7037521,-46.4162367,ribeirao pires,SP
09403,-23.6931710,-46.4369854,ribeirao pires,SP
09404,-23.6846728,-46.4151996,ribeirao pires,SP
09405,-23.7007658,-46.4043333,ribeirao pires,SP
09406,-23.7108290,-46.4005229,ribeirao pires,SP
09407,-23.7032769,-46.3886119,ribeirao pires,SP
09410,-23.7108289,-46.3905189,ribeirao pires,SP
09411,-23.7189079,-46.3947161,ribeirao pires,SP
09412,-23.7327072,-46.4179165,ribeirao pires,SP
09413,-23.7395228,-46.4317763,ribeirao pires,SP
09414,-23.7473967,-46.4367888,ribeirao pires,SP
09415,-23.7550185,-46.4418574,ribeirao pires,SP
09416,-23.7388555,-46.4471410,ribeirao pires,SP
09420,-23.7192233,-46.4132078,ribeirao pires,SP
09421,-23.7219725,-46.4199910,ribeirao pires,SP
09422,-23.7186325,-46.4215073,ribeirao pires,SP
09423,-23.7202829,-46.4257585,ribeirao pires,SP
09424,-23.7142747,-46.4187345,ribeirao pires,SP
09425,-23.7094127,-46.4279537,ribeirao pires,SP
09426,-23.6981256,-46.4278919,ribeirao pires,SP
09430,-23.7003550,-46.3967525,ribeirao pires,SP
09431,-23.6914303,-46.3822385,ribeirao pires,SP
09432,-23.6873198,-46.3932858,ribeirao pires,SP
09433,-23.6678174,-46.3852003,ribeirao pires,SP
09434,-23.6600415,-46.3729411,ribeirao pires,SP
09435,-23.6537326,-46.3649130,ribeirao pires,SP
09436,-23.6513172,-46.3668236,ribeirao pires,SP
09440,-23.6898167,-46.3712457,ribeirao pires,SP
09441,-23.6837657,-46.3755575,ribeirao pires,SP
09442,-23.6784321,-46.3563575,ribeirao pires,SP
09443,-23.6806449,-46.3495152,ribeirao pires,SP
09444,-23.6944441,-46.3432657,ribeirao pires,SP
09445,-23.7005856,-46.3622641,ribeirao pires,SP
09450,-23.7456249,-46.3946203,rio grande da serra,SP
09510,-23.6156558,-46.5718601,sao caetano do sul,SP
09520,-23.6085063,-46.5712816,sao caetano do sul,SP
09521,-23.6131810,-46.5728732,sao caetano do sul,SP
09530,-23.6215429,-46.5751027,sao caetano do sul,SP
09531,-23.6199967,-46.5708999,sao caetano do sul,SP
09540,-23.6249684,-46.5661944,sao caetano do sul,SP
09541,-23.6202057,-46.5641447,sao caetano do sul,SP
09550,-23.6174243,-46.5518818,sao caetano do sul,SP
09551,-23.6234540,-46.5530396,sao caetano do sul,SP
09560,-23.6326424,-46.5543813,sao caetano do sul,SP
09561,-23.6390147,-46.5569376,sao caetano do sul,SP
09570,-23.6327449,-46.5654310,sao caetano do sul,SP
09571,-23.6349026,-46.5648373,sao caetano do sul,SP
09572,-23.6424413,-46.5608313,sao caetano do sul,SP
09580,-23.6427702,-46.5720801,sao caetano do sul,SP
09581,-23.6352917,-46.5782885,sao caetano do sul,SP
09600,-23.6722254,-46.5557758,sao bernardo do campo,SP
09601,-23.6715730,-46.5593945,sao bernardo do campo,SP
09602,-23.6619775,-46.5645933,sao bernardo do campo,SP
09603,-23.6621027,-46.5645284,sao bernardo do campo,SP
09604,-23.6569942,-46.5688141,sao bernardo do campo,SP
09605,-23.6589662,-46.5673546,são bernardo do campo,SP
09606,-23.6758078,-46.5618264,sao bernardo do campo,SP
09607,-23.6735524,-46.5613969,sao bernardo do campo,SP
09608,-23.6748505,-46.5659238,sao bernardo do campo,SP
09609,-23.6678506,-46.5689779,sao bernardo do campo,SP
09610,-23.6673483,-46.5682810,sao bernardo do campo,SP
09611,-23.6620957,-46.5702987,sao bernardo do campo,SP
09612,-23.6578241,-46.5714069,sao bernardo do campo,SP
09613,-23.6709147,-46.5651351,sao bernardo do campo,SP
09614,-23.6695808,-46.5562971,sao bernardo do campo,SP
09615,-23.6787520,-46.5581440,sao bernardo do campo,SP
09616,-23.6624493,-46.5595171,sao bernardo do campo,SP
09617,-23.6672032,-46.5593062,sao bernardo do campo,SP
09618,-23.6680698,-46.5644985,sao bernardo do campo,SP
09619,-23.6658364,-46.5644735,sao bernardo do campo,SP
09620,-23.6671395,-46.5704570,sao bernardo do campo,SP
09621,-23.6646154,-46.5716802,sao bernardo do campo,SP
09623,-23.6608724,-46.5725430,sao bernardo do campo,SP
09624,-23.6562122,-46.5737725,sao bernardo do campo,SP
09625,-23.6610903,-46.5666903,sao bernardo do campo,SP
09626,-23.6579304,-46.5700171,sao bernardo do campo,SP
09627,-23.6583165,-46.5663183,sao bernardo do campo,SP
09628,-23.6613048,-46.5642964,sao bernardo do campo,SP
09629,-23.6567099,-46.5672340,sao bernardo do campo,SP
09631,-23.6589455,-46.5619911,sao bernardo do campo,SP
09632,-23.6543107,-46.5656220,sao bernardo do campo,SP
09633,-23.6543372,-46.5672093,sao bernardo do campo,SP
09634,-23.6525789,-46.5691130,sao bernardo do campo,SP
09635,-23.6616870,-46.5655599,sao bernardo do campo,SP
09636,-23.6522265,-46.5744412,sao bernardo do campo,SP
09637,-23.6524275,-46.5742244,sao bernardo do campo,SP
09639,-23.6468893,-46.5802066,sao bernardo do campo,SP
09640,-23.6566288,-46.5748686,sao bernardo do campo,SP
09641,-23.6557163,-46.5768204,sao bernardo do campo,SP
09642,-23.6490493,-46.5766065,sao bernardo do campo,SP
09651,-23.6583503,-46.5802307,sao bernardo do campo,SP
09655,-23.6554818,-46.5946010,sao bernardo do campo,SP
09656,-23.6599608,-46.6043587,sao bernardo do campo,SP
09657,-23.6669080,-46.6093232,sao bernardo do campo,SP
09660,-23.6552432,-46.5940714,sao bernardo do campo,SP
09661,-23.6608650,-46.5964406,sao bernardo do campo,SP
09662,-23.6608440,-46.5994212,sao bernardo do campo,SP
09663,-23.6557202,-46.5985824,sao bernardo do campo,SP
09664,-23.6583758,-46.6046184,sao bernardo do campo,SP
09665,-23.6588203,-46.6088282,sao bernardo do campo,SP
09666,-23.6590092,-46.6066344,sao bernardo do campo,SP
09667,-23.6616263,-46.6088181,sao bernardo do campo,SP
09668,-23.6626022,-46.6121372,sao bernardo do campo,SP
09669,-23.6624358,-46.6077624,sao bernardo do campo,SP
09670,-23.6617943,-46.6043471,sao bernardo do campo,SP
09671,-23.6644796,-46.6060565,sao bernardo do campo,SP
09672,-23.6607089,-46.6023743,sao bernardo do campo,SP
09680,-23.6646016,-46.5815952,são bernardo do campo,SP
09682,-23.6677304,-46.5975673,sao bernardo do campo,SP
09683,-23.6677956,-46.5962461,sao bernardo do campo,SP
09684,-23.6668562,-46.5943339,sao bernardo do campo,SP
09685,-23.6651991,-46.5923194,sao bernardo do campo,SP
09686,-23.6688701,-46.5931440,sao bernardo do campo,SP
09687,-23.6733936,-46.5952405,sao bernardo do campo,SP
09688,-23.6726218,-46.5926264,sao bernardo do campo,SP
09689,-23.6683652,-46.5914845,sao bernardo do campo,SP
09690,-23.6751205,-46.5906153,sao bernardo do campo,SP
09691,-23.6698555,-46.5898289,sao bernardo do campo,SP
09692,-23.6684102,-46.5876881,sao bernardo do campo,SP
09693,-23.6652415,-46.5884365,sao bernardo do campo,SP
09694,-23.6710370,-46.5810184,sao bernardo do campo,SP
09695,-23.6728055,-46.5721223,sao bernardo do campo,SP
09696,-23.6748700,-46.5576200,sao bernardo do campo,SP
09710,-23.7104665,-46.5489397,sao bernardo do campo,SP
09715,-23.7156559,-46.5457478,sao bernardo do campo,SP
09720,-23.7156039,-46.5540847,sao bernardo do campo,SP
09721,-23.7196459,-46.5475255,sao bernardo do campo,SP
09725,-23.7063160,-46.5569562,sao bernardo do campo,SP
09726,-23.6880797,-46.5618214,sao bernardo do campo,SP
09732,-23.6823857,-46.5610534,sao bernardo do campo,SP
09750,-23.6881190,-46.5532218,sao bernardo do campo,SP
09751,-23.6913846,-46.5437323,sao bernardo do campo,SP
09760,-23.6990682,-46.5421969,sao bernardo do campo,SP
09761,-23.7087654,-46.5282180,sao bernardo do campo,SP
09762,-23.7062053,-46.5205012,sao bernardo do campo,SP
09765,-23.7074966,-46.5339067,sao bernardo do campo,SP
09770,-23.7083330,-46.5430409,sao bernardo do campo,SP
09771,-23.7039147,-46.5429406,sao bernardo do campo,SP
09772,-23.7129835,-46.5396183,sao bernardo do campo,SP
09780,-23.7150496,-46.5372682,sao bernardo do campo,SP
09781,-23.7251429,-46.5342329,sao bernardo do campo,SP
09782,-23.7283878,-46.5370734,sao bernardo do campo,SP
09783,-23.7230411,-46.5291643,sao bernardo do campo,SP
09784,-23.7178713,-46.5249176,sao bernardo do campo,SP
09785,-23.7094708,-46.5408818,sao bernardo do campo,SP
09790,-23.7279922,-46.5428478,sao bernardo do campo,SP
09791,-23.7408626,-46.5318967,sao bernardo do campo,SP
09792,-23.7445104,-46.5407889,sao bernardo do campo,SP
09810,-23.7195763,-46.5647531,sao bernardo do campo,SP
09811,-23.7270167,-46.5605727,sao bernardo do campo,SP
09812,-23.7248850,-46.5704143,sao bernardo do campo,SP
09820,-23.7408968,-46.5552034,sao bernardo do campo,SP
09821,-23.7515676,-46.5571097,sao bernardo do campo,SP
09822,-23.7597848,-46.5437672,sao bernardo do campo,SP
09830,-23.7900869,-46.5377627,sao bernardo do campo,SP
09831,-23.7924956,-46.5403376,sao bernardo do campo,SP
09832,-23.7768045,-46.5153827,sao bernardo do campo,SP
09834,-23.8051853,-46.4426951,sao bernardo do campo,SP
09835,-23.8303699,-46.5870920,sao bernardo do campo,SP
09836,-23.8068810,-46.6175368,sao bernardo do campo,SP
09837,-23.8216621,-46.5666620,sao bernardo do campo,SP
09838,-23.8432762,-46.5642346,sao bernardo do campo,SP
09840,-23.7378269,-46.5748717,sao bernardo do campo,SP
09841,-23.7374767,-46.5757762,sao bernardo do campo,SP
09842,-23.7537455,-46.5911482,sao bernardo do campo,SP
09843,-23.7703218,-46.5947598,sao bernardo do campo,SP
09844,-23.7580269,-46.5773994,sao bernardo do campo,SP
09845,-23.7420276,-46.5719036,sao bernardo do campo,SP
09846,-23.7351356,-46.5757875,sao bernardo do campo,SP
09847,-23.7554438,-46.5848497,sao bernardo do campo,SP
09850,-23.7252311,-46.5820350,sao bernardo do campo,SP
09851,-23.7152847,-46.5904572,sao bernardo do campo,SP
09852,-23.7292447,-46.5951705,sao bernardo do campo,SP
09853,-23.7383189,-46.5944767,sao bernardo do campo,SP
09854,-23.7530352,-46.5972095,sao bernardo do campo,SP
09855,-23.7318650,-46.5891740,sao bernardo do campo,SP
09856,-23.7339151,-46.6052480,sao bernardo do campo,SP
09857,-23.7473867,-46.6168264,sao bernardo do campo,SP
09860,-23.7076915,-46.5767228,sao bernardo do campo,SP
09861,-23.7076935,-46.5813317,sao bernardo do campo,SP
09862,-23.7011531,-46.5829290,sao bernardo do campo,SP
09869,-23.7226448,-46.5738629,são bernardo do campo,SP
09890,-23.6947654,-46.5681308,sao bernardo do campo,SP
09891,-23.6857980,-46.5708927,sao bernardo do campo,SP
09892,-23.6830995,-46.5752055,sao bernardo do campo,SP
09894,-23.6772434,-46.5764022,sao bernardo do campo,SP
09895,-23.7044274,-46.5701771,sao bernardo do campo,SP
09896,-23.7036193,-46.5638833,sao bernardo do campo,SP
09910,-23.6913422,-46.6289885,diadema,SP
09911,-23.6892827,-46.6197148,diadema,SP
09912,-23.6896126,-46.6155977,diadema,SP
09913,-23.6811839,-46.6299914,diadema,SP
09914,-23.6907098,-46.6315710,diadema,SP
09920,-23.6816616,-46.6233333,diadema,SP
09921,-23.6797871,-46.6128398,diadema,SP
09930,-23.6707487,-46.6167119,diadema,SP
09931,-23.6666620,-46.6227395,diadema,SP
09932,-23.6652551,-46.6163584,diadema,SP
09940,-23.6690536,-46.6037200,diadema,SP
09941,-23.6780074,-46.6029783,diadema,SP
09942,-23.6826967,-46.5987323,diadema,SP
09943,-23.6719344,-46.6004415,diadema,SP
09950,-23.6835366,-46.5865186,diadema,SP
09951,-23.6890062,-46.5909331,diadema,SP
09952,-23.6921859,-46.5986749,diadema,SP
09960,-23.6952323,-46.5975993,diadema,SP
09961,-23.7024654,-46.5960516,diadema,SP
09962,-23.7003959,-46.5979545,diadema,SP
09963,-23.7048248,-46.5965177,diadema,SP
09970,-23.7186903,-46.6115058,diadema,SP
09971,-23.7258484,-46.6213473,diadema,SP
09972,-23.7215841,-46.6190644,diadema,SP
09973,-23.7178761,-46.6168925,diadema,SP
09974,-23.7189241,-46.6121059,diadema,SP
09980,-23.7055150,-46.6114802,diadema,SP
09981,-23.7066768,-46.6086280,diadema,SP
09990,-23.6967277,-46.6169082,diadema,SP
09991,-23.6950938,-46.6122398,diadema,SP
09992,-23.6998935,-46.6234262,diadema,SP
09993,-23.7030004,-46.6215965,diadema,SP
11010,-23.9335726,-46.3296253,santos,SP
11013,-23.9377016,-46.3259974,santos,SP
11015,-23.9531533,-46.3192077,santos,SP
11020,-23.9684561,-46.3054701,santos,SP
11025,-23.9704932,-46.3081953,santos,SP
11030,-23.9848583,-46.3020700,santos,SP
11031,-23.9330473,-46.3255573,santos,SP
11035,-23.9804197,-46.3044813,santos,SP
11040,-23.9723156,-46.3144139,santos,SP
11045,-23.9697462,-46.3219388,santos,SP
11050,-23.9575126,-46.3268000,santos,SP
11055,-23.9657339,-46.3287217,santos,SP
11060,-23.9625739,-46.3340987,santos,SP
11065,-23.9652272,-46.3435813,santos,SP
11070,-23.9567477,-46.3452720,santos,SP
11075,-23.9546005,-46.3377312,santos,SP
11080,-23.9444432,-46.3517347,santos,SP
11081,-23.9347459,-46.3429748,santos,SP
11082,-23.9389059,-46.3396559,santos,SP
11085,-23.9378288,-46.3565915,santos,SP
11086,-23.9451812,-46.3743958,santos,SP
11087,-23.9461566,-46.3791671,santos,SP
11088,-23.9409108,-46.3849354,santos,SP
11089,-23.9401929,-46.3694304,santos,SP
11090,-23.9372000,-46.3763525,santos,SP
11095,-23.9272658,-46.3784749,santos,SP
11200,-18.4328963,-43.5773062,caruara,SP
11250,-23.8183904,-46.0806237,bertioga,SP
11310,-23.9674961,-46.3864546,sao vicente,SP
11320,-23.9700866,-46.3725889,sao vicente,SP
11325,-23.9864785,-46.3916563,sao vicente,SP
11330,-23.9679790,-46.4024614,sao vicente,SP
11335,-23.9653650,-46.4120574,sao vicente,SP
11340,-23.9577203,-46.4071755,sao vicente,SP
11345,-23.9880769,-46.4791947,sao vicente,SP
11346,-23.9833404,-46.4879877,sao vicente,SP
11347,-23.9816048,-46.4656456,sao vicente,SP
11348,-23.9553867,-46.4557498,sao vicente,SP
11349,-23.9504649,-46.4576958,sao vicente,SP
11350,-23.9446323,-46.4150183,sao vicente,SP
11355,-23.9517700,-46.4081401,sao vicente,SP
11360,-23.9471440,-46.3976118,sao vicente,SP
11365,-23.9544916,-46.3951227,sao vicente,SP
11370,-23.9559804,-46.3816145,sao vicente,SP
11374,-23.9901667,-46.4719370,sao vicente,SP
11380,-23.9598949,-46.3727945,sao vicente,SP
11390,-23.9619427,-46.3821164,sao vicente,SP
11410,-23.9952192,-46.2597235,guaruja,SP
11420,-24.0081018,-46.2720020,guaruja,SP
11421,-24.0135514,-46.2825737,guaruja,SP
11425,-23.9975671,-46.3032048,guaruja,SP
11430,-23.9939436,-46.2848882,guaruja,SP
11431,-23.9958262,-46.2787391,guaruja,SP
11432,-23.9876140,-46.2703661,guaruja,SP
11435,-23.9768554,-46.2598497,guaruja,SP
11436,-23.9712084,-46.2515242,guaruja,SP
11438,-23.9641054,-46.2470622,guaruja,SP
11440,-23.9837869,-46.2407468,guaruja,SP
11441,-23.9791559,-46.2282652,guaruja,SP
11442,-23.9761179,-46.2200384,guaruja,SP
11443,-23.9790906,-46.2054384,guaruja,SP
11444,-23.9699186,-46.1890984,guaruja,SP
11445,-23.9574624,-46.1957372,guaruja,SP
11446,-23.9433771,-46.1979061,guaruja,SP
11449,-23.9719797,-46.2120028,guaruja,SP
11450,-23.9419541,-46.3025648,guaruja,SP
11451,-23.9454738,-46.2894488,guaruja,SP
11453,-23.9367030,-46.2868995,guaruja,SP
11454,-23.9463509,-46.2813067,guaruja,SP
11460,-23.9572396,-46.2849671,guaruja,SP
11461,-23.9552832,-46.2738649,guaruja,SP
11462,-23.9545435,-46.2846128,guaruja,SP
11463,-23.9530619,-46.2882235,guaruja,SP
11470,-23.9603640,-46.2782501,guaruja,SP
11471,-23.9645507,-46.2787686,guaruja,SP
11472,-23.9730256,-46.2752655,guaruja,SP
11473,-23.9531197,-46.2910394,guaruja,SP
11495,-23.9636389,-46.2521161,guaruja,SP
11497,-23.9635193,-46.2448249,guaruja,SP
11500,-23.8802144,-46.4172727,cubatao,SP
11505,-23.8753814,-46.4213922,cubatao,SP
11510,-23.8862684,-46.4240870,cubatao,SP
11515,-23.8899044,-46.4290659,cubatao,SP
11520,-23.8951794,-46.4238561,cubatao,SP
11523,-23.9030163,-46.4248098,cubatao,SP
11525,-23.8948116,-46.4277650,cubatao,SP
11530,-23.9309616,-46.4002026,cubatao,SP
11531,-23.9208054,-46.4077466,cubatao,SP
11533,-23.9279477,-46.4097423,cubatao,SP
11534,-23.9200945,-46.4265277,cubatao,SP
11535,-23.9336475,-46.4302208,cubatao,SP
11538,-23.8991326,-46.4335251,cubatao,SP
11540,-23.8744250,-46.4467035,cubatao,SP
11542,-23.9124795,-46.4640918,cubatao,SP
11543,-23.8860936,-46.4499371,cubatao,SP
11548,-23.8933855,-46.4175883,cubatao,SP
11550,-23.8782449,-46.4265638,cubatao,SP
11555,-23.8809142,-46.4502502,cubatão,SP
11570,-23.8356969,-46.3784517,cubatao,SP
11573,-23.8834575,-46.4281605,cubatao,SP
11600,-23.7717318,-45.5252959,sao sebastiao,SP
11601,-23.7172256,-45.4322462,sao sebastiao,SP
11602,-23.7269170,-45.4237302,sao sebastiao,SP
11603,-23.7320940,-45.4032505,sao sebastiao,SP
11604,-23.7666632,-45.4130612,sao sebastiao,SP
11605,-23.7732050,-45.4060253,sao sebastiao,SP
11606,-23.7812675,-45.4019477,sao sebastiao,SP
11608,-23.7985034,-45.4033914,sao sebastiao,SP
11609,-23.8016172,-45.4053558,sao sebastiao,SP
11610,-23.8050757,-45.4132472,sao sebastiao,SP
11611,-23.8143071,-45.4163625,sao sebastiao,SP
11612,-23.8215515,-45.4330377,sao sebastiao,SP
11614,-23.8212944,-45.4669982,sao sebastiao,SP
11615,-23.8098965,-45.5087451,sao sebastiao,SP
11617,-23.7945774,-45.5740824,sao sebastiao,SP
11618,-23.7811873,-45.6201306,sao sebastiao,SP
11619,-23.7746530,-45.6365537,sao sebastiao,SP
11620,-23.7929872,-45.5556329,maresias,SP
11621,-23.7742919,-45.6745103,sao sebastiao,SP
11622,-23.7704380,-45.6799449,sao sebastiao,SP
11623,-23.7639834,-45.7175458,sao sebastiao,SP
11624,-23.7597654,-45.7639394,sao sebastiao,SP
11625,-23.7641094,-45.7884130,sao sebastiao,SP
11626,-23.7539815,-45.8208123,sao sebastiao,SP
11628,-23.7875482,-45.5625697,sao sebastiao,SP
11629,-23.7584688,-45.4139775,sao sebastiao,SP
11630,-23.8145262,-45.3687259,ilhabela,SP
11660,-23.6228089,-45.4141360,caraguatatuba,SP
11661,-23.6211305,-45.3990299,caraguatatuba,SP
11662,-23.6229334,-45.3851686,caraguatatuba,SP
11663,-23.6182063,-45.3866065,caraguatatuba,SP
11664,-23.6131710,-45.3929749,caraguatatuba,SP
11665,-23.6350639,-45.4250218,caraguatatuba,SP
11666,-23.6662001,-45.4369606,caraguatatuba,SP
11667,-23.6860402,-45.4367793,caraguatatuba,SP
11668,-23.7098202,-45.4406738,caraguatatuba,SP
11669,-23.6976573,-45.4441031,caraguatatuba,SP
11670,-23.6849278,-45.4431900,caraguatatuba,SP
11671,-23.6739827,-45.4434317,caraguatatuba,SP
11672,-23.6581997,-45.4387008,caraguatatuba,SP
11673,-23.6375917,-45.4365397,caraguatatuba,SP
11674,-23.6290556,-45.4337119,caraguatatuba,SP
11675,-23.6136108,-45.4276767,caraguatatuba,SP
11676,-23.6045204,-45.3573862,caraguatatuba,SP
11677,-23.5811660,-45.3348910,caraguatatuba,SP
11678,-23.6629969,-45.4472319,caraguatatuba,SP
11679,-23.5933757,-45.3368484,caraguatatuba,SP
11680,-23.4529293,-45.0932194,ubatuba,SP
11700,-24.0103837,-46.4062770,praia grande,SP
11701,-24.0089231,-46.4191253,praia grande,SP
11702,-24.0143947,-46.4383583,praia grande,SP
11703,-24.0204324,-46.4599606,praia grande,SP
11704,-24.0265257,-46.4782369,praia grande,SP
11705,-24.0366171,-46.5048633,praia grande,SP
11706,-24.0473325,-46.5254432,praia grande,SP
11707,-24.0545607,-46.5420912,praia grande,SP
11708,-24.0678888,-46.5676179,praia grande,SP
11709,-24.0786265,-46.5893429,praia grande,SP
11710,-24.0764526,-46.5936138,praia grande,SP
11711,-24.0471011,-46.5346137,praia grande,SP
11712,-24.0358004,-46.5302724,praia grande,SP
11713,-24.0308471,-46.5226489,praia grande,SP
11714,-24.0253498,-46.5117625,praia grande,SP
11717,-24.0227679,-46.4970689,praia grande,SP
11718,-24.0162857,-46.4820216,praia grande,SP
11719,-24.0149962,-46.4660252,praia grande,SP
11720,-24.0083418,-46.4592925,praia grande,SP
11721,-24.0109966,-46.4521917,praia grande,SP
11722,-24.0014999,-46.4498635,praia grande,SP
11723,-24.0050829,-46.4492403,praia grande,SP
11724,-24.0047259,-46.4377401,praia grande,SP
11725,-23.9974210,-46.4227932,praia grande,SP
11726,-23.9953867,-46.4080924,praia grande,SP
11730,-24.1118956,-46.6654374,mongagua,SP
11740,-24.1827103,-46.8018386,itanhaem,SP
11750,-24.3030988,-46.9870490,peruibe,SP
11760,-24.2906424,-47.1643502,itariri,SP
11770,-24.3037110,-47.0660687,ana dias,SP
11790,-24.2790340,-47.2357618,pedro de toledo,SP
11800,-24.3166254,-47.6347455,juquia,SP
11850,-24.2787685,-47.4497451,miracatu,SP
11900,-24.4988378,-47.8461613,registro,SP
11910,-24.3854971,-47.9280561,sete barras,SP
11920,-24.7046196,-47.5553599,iguape,SP
11925,-24.7479204,-47.5561636,ilha comprida,SP
11930,-24.7152753,-47.8813846,pariquera-acu,SP
11940,-24.7018312,-48.0051842,jacupiranga,SP
11950,-24.7281989,-48.1128044,cajati,SP
11955,-24.7784049,-48.4997523,barra do turvo,SP
11960,-24.5227988,-48.1080225,eldorado,SP
11990,-25.0092927,-47.9319571,cananeia,SP
12010,-23.0325054,-45.5594382,taubate,SP
12020,-23.0242809,-45.5590821,taubate,SP
12030,-23.0321422,-45.5704613,taubate,SP
12031,-23.0395362,-45.5810702,taubate,SP
12032,-23.0424322,-45.5919731,taubate,SP
12040,-23.0298074,-45.5899090,taubate,SP
12041,-23.0277665,-45.5785643,taubate,SP
12042,-23.0397297,-45.6100024,taubate,SP
12043,-23.0278303,-45.6209908,taubate,SP
12045,-23.0491616,-45.6296363,taubate,SP
12050,-23.0199704,-45.5715692,taubate,SP
12051,-23.0120087,-45.5856520,taubate,SP
12052,-23.0094176,-45.5679306,taubate,SP
12053,-23.0055708,-45.5754630,taubate,SP
12054,-23.0230450,-45.5794662,taubate,SP
12060,-23.0148074,-45.5589972,taubate,SP
12061,-23.0037752,-45.5592239,taubate,SP
12062,-23.0030315,-45.5469311,taubate,SP
12070,-23.0175862,-45.5414550,taubate,SP
12071,-23.0043297,-45.5321560,taubate,SP
12072,-23.0078415,-45.5211073,taubate,SP
12080,-23.0228060,-45.5508474,taubate,SP
12081,-23.0276334,-45.5335793,taubate,SP
12082,-23.0355139,-45.5445280,taubate,SP
12085,-23.0176670,-45.5183463,taubate,SP
12086,-23.0474541,-45.5183687,taubate,SP
12090,-23.0444172,-45.5540370,taubate,SP
12091,-23.0460852,-45.5685699,taubate,SP
12092,-23.0616713,-45.5859674,taubate,SP
12093,-23.0687254,-45.5693660,taubate,SP
12095,-23.0755920,-45.5383148,taubate,SP
12120,-22.9749849,-45.5479375,tremembe,SP
12130,-23.0887286,-45.1906535,lagoinha,SP
12140,-23.2240294,-45.3502517,sao luis do paraitinga,SP
12150,-23.2463401,-45.2037263,catucaba,SP
12170,-23.2766303,-45.5297792,redencao da serra,SP
12180,-23.3776503,-45.4439921,natividade da serra,SP
12209,-23.1780005,-45.8838177,sao jose dos campos,SP
